ID,Glottocode,Parameter_ID,Value,Coder,Source
tiwi1244-ref-sensitive-domain,tiwi1244,ref-sensitive-domain,Verb,AWM;HT,"lee1987tiwi[101-102,248-249]"
tlin1245-align-noun,tlin1245,align-noun,ergative;no marking,AWM,"leer1991tlingit[25,58]"
tlin1245-align-pro,tlin1245,align-pro,ergative;no marking,AWM,"leer1991tlingit[25,58]"
tlin1245-align-index,tlin1245,align-index,accusative,AWM,"leer1991tlingit[25,58]"
tlin1245-align-noun-nl,tlin1245,align-noun-nl,ergative;no marking,AWM,"leer1991tlingit[25,58]"
tlin1245-align-pro-nl,tlin1245,align-pro-nl,ergative;no marking,AWM,"leer1991tlingit[25,58]"
tlin1245-align-index-nl,tlin1245,align-index-nl,accusative,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-ergative,tlin1245,ref-ergative,True,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-ergative-domain,tlin1245,ref-ergative-domain,Noun;Pro,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-tripartite,tlin1245,ref-tripartite,False,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-tripartite-domain,tlin1245,ref-tripartite-domain,NA,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-horizontal,tlin1245,ref-horizontal,False,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-horizontal-domain,tlin1245,ref-horizontal-domain,NA,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-sensitive,tlin1245,ref-sensitive,False,AWM,"leer1991tlingit[25,58]"
tlin1245-ref-sensitive-domain,tlin1245,ref-sensitive-domain,NA,AWM,"leer1991tlingit[25,58]"
toho1245-align-noun,toho1245,align-noun,no marking,AWM,zepeda1983papago[31-34]
toho1245-align-pro,toho1245,align-pro,no marking,AWM,zepeda1983papago[31-34]
toho1245-align-index,toho1245,align-index,accusative,AWM;DI,zepeda1983papago[31-34]
toho1245-align-noun-nl,toho1245,align-noun-nl,no marking,AWM,zepeda1983papago[31-34]
toho1245-align-pro-nl,toho1245,align-pro-nl,no marking,AWM,zepeda1983papago[31-34]
toho1245-align-index-nl,toho1245,align-index-nl,accusative,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-ergative,toho1245,ref-ergative,False,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-ergative-domain,toho1245,ref-ergative-domain,NA,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-tripartite,toho1245,ref-tripartite,False,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-tripartite-domain,toho1245,ref-tripartite-domain,NA,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-horizontal,toho1245,ref-horizontal,False,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-horizontal-domain,toho1245,ref-horizontal-domain,NA,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-sensitive,toho1245,ref-sensitive,False,AWM;DI,zepeda1983papago[31-34]
toho1245-ref-sensitive-domain,toho1245,ref-sensitive-domain,NA,AWM;DI,zepeda1983papago[31-34]
toll1241-align-noun,toll1241,align-noun,accusative;no marking,DI,"holt1999tol[37-38,40-41]"
toll1241-align-pro,toll1241,align-pro,accusative,DI,"holt1999tol[37-38,40-41]"
toll1241-align-index,toll1241,align-index,tripartite,DI,"holt1999tol[37-38,40-41]"
toll1241-align-noun-nl,toll1241,align-noun-nl,accusative;no marking,DI,"holt1999tol[37-38,40-41]"
toll1241-align-pro-nl,toll1241,align-pro-nl,accusative,DI,"holt1999tol[37-38,40-41]"
toll1241-align-index-nl,toll1241,align-index-nl,tripartite,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-ergative,toll1241,ref-ergative,True,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-ergative-domain,toll1241,ref-ergative-domain,Verb,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-tripartite,toll1241,ref-tripartite,True,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-tripartite-domain,toll1241,ref-tripartite-domain,Verb,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-horizontal,toll1241,ref-horizontal,True,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-horizontal-domain,toll1241,ref-horizontal-domain,Verb,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-sensitive,toll1241,ref-sensitive,False,DI,"holt1999tol[37-38,40-41]"
toll1241-ref-sensitive-domain,toll1241,ref-sensitive-domain,NA,DI,"holt1999tol[37-38,40-41]"
tomm1242-align-noun,tomm1242,align-noun,accusative;no marking,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-align-pro,tomm1242,align-pro,accusative,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-align-index,tomm1242,align-index,accusative,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-align-noun-nl,tomm1242,align-noun-nl,accusative;no marking,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-align-pro-nl,tomm1242,align-pro-nl,accusative,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-align-index-nl,tomm1242,align-index-nl,accusative,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-ergative,tomm1242,ref-ergative,False,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-ergative-domain,tomm1242,ref-ergative-domain,NA,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-tripartite,tomm1242,ref-tripartite,False,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-tripartite-domain,tomm1242,ref-tripartite-domain,NA,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-horizontal,tomm1242,ref-horizontal,False,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-horizontal-domain,tomm1242,ref-horizontal-domain,NA,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-sensitive,tomm1242,ref-sensitive,False,AWM;HT,"mcpherson2013tommo[129,337-338]"
tomm1242-ref-sensitive-domain,tomm1242,ref-sensitive-domain,NA,AWM;HT,"mcpherson2013tommo[129,337-338]"
tonk1249-align-noun,tonk1249,align-noun,accusative,HT,"wier2016tonkawa[11,37]"
tonk1249-align-pro,tonk1249,align-pro,accusative,HT,"wier2016tonkawa[11,37]"
tonk1249-align-index,tonk1249,align-index,horizontal,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-align-noun-nl,tonk1249,align-noun-nl,accusative,HT,"wier2016tonkawa[11,37]"
tonk1249-align-pro-nl,tonk1249,align-pro-nl,accusative,HT,"wier2016tonkawa[11,37]"
tonk1249-align-index-nl,tonk1249,align-index-nl,horizontal,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-ergative,tonk1249,ref-ergative,True,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-ergative-domain,tonk1249,ref-ergative-domain,Verb,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-tripartite,tonk1249,ref-tripartite,True,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-tripartite-domain,tonk1249,ref-tripartite-domain,Verb,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-horizontal,tonk1249,ref-horizontal,True,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-horizontal-domain,tonk1249,ref-horizontal-domain,Verb,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-sensitive,tonk1249,ref-sensitive,False,AWM;HT,"wier2016tonkawa[11,37]"
tonk1249-ref-sensitive-domain,tonk1249,ref-sensitive-domain,NA,AWM;HT,"wier2016tonkawa[11,37]"
toto1305-align-noun,toto1305,align-noun,no marking,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-align-pro,toto1305,align-pro,no marking,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-align-index,toto1305,align-index,sensitive,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-align-noun-nl,toto1305,align-noun-nl,no marking,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-align-pro-nl,toto1305,align-pro-nl,no marking,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-align-index-nl,toto1305,align-index-nl,tripartite,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-ergative,toto1305,ref-ergative,False,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-ergative-domain,toto1305,ref-ergative-domain,NA,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-tripartite,toto1305,ref-tripartite,True,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-tripartite-domain,toto1305,ref-tripartite-domain,Verb,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-horizontal,toto1305,ref-horizontal,False,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-horizontal-domain,toto1305,ref-horizontal-domain,NA,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-sensitive,toto1305,ref-sensitive,True,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
toto1305-ref-sensitive-domain,toto1305,ref-sensitive-domain,Verb,DI,"guzman2012totontepecmixe[112-113,72];suslak2003totontepecmixe[49]"
trin1274-align-noun,trin1274,align-noun,no marking,DI,"rose2015sketch[71,90]"
trin1274-align-pro,trin1274,align-pro,no marking,DI,"rose2015sketch[71,90]"
trin1274-align-index,trin1274,align-index,accusative,DI,"rose2015sketch[71,90]"
trin1274-align-noun-nl,trin1274,align-noun-nl,no marking,DI,"rose2015sketch[71,90]"
trin1274-align-pro-nl,trin1274,align-pro-nl,no marking,DI,"rose2015sketch[71,90]"
trin1274-align-index-nl,trin1274,align-index-nl,accusative,DI,"rose2015sketch[71,90]"
trin1274-ref-ergative,trin1274,ref-ergative,False,DI,"rose2015sketch[71,90]"
trin1274-ref-ergative-domain,trin1274,ref-ergative-domain,NA,DI,"rose2015sketch[71,90]"
trin1274-ref-tripartite,trin1274,ref-tripartite,False,DI,"rose2015sketch[71,90]"
trin1274-ref-tripartite-domain,trin1274,ref-tripartite-domain,NA,DI,"rose2015sketch[71,90]"
trin1274-ref-horizontal,trin1274,ref-horizontal,False,DI,"rose2015sketch[71,90]"
trin1274-ref-horizontal-domain,trin1274,ref-horizontal-domain,NA,DI,"rose2015sketch[71,90]"
trin1274-ref-sensitive,trin1274,ref-sensitive,False,DI,"rose2015sketch[71,90]"
trin1274-ref-sensitive-domain,trin1274,ref-sensitive-domain,NA,DI,"rose2015sketch[71,90]"
trio1238-align-noun,trio1238,align-noun,no marking,HT,"carlin2004trio[144-151,209,285]"
trio1238-align-pro,trio1238,align-pro,no marking,HT,"carlin2004trio[144-151,209,285]"
trio1238-align-index,trio1238,align-index,sensitive,MV,"carlin2004trio[144-151,209,285]"
trio1238-align-noun-nl,trio1238,align-noun-nl,no marking,HT,"carlin2004trio[144-151,209,285]"
trio1238-align-pro-nl,trio1238,align-pro-nl,no marking,HT,"carlin2004trio[144-151,209,285]"
trio1238-align-index-nl,trio1238,align-index-nl,accusative,MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-ergative,trio1238,ref-ergative,True,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-ergative-domain,trio1238,ref-ergative-domain,Verb,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-tripartite,trio1238,ref-tripartite,False,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-tripartite-domain,trio1238,ref-tripartite-domain,NA,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-horizontal,trio1238,ref-horizontal,False,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-horizontal-domain,trio1238,ref-horizontal-domain,NA,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-sensitive,trio1238,ref-sensitive,True,HT;MV,"carlin2004trio[144-151,209,285]"
trio1238-ref-sensitive-domain,trio1238,ref-sensitive-domain,Verb,HT;MV,"carlin2004trio[144-151,209,285]"
trum1247-align-noun,trum1247,align-noun,ergative,AN,"guirardello1999trumai[303-304,47]"
trum1247-align-pro,trum1247,align-pro,ergative,AN,"guirardello1999trumai[303-304,47]"
trum1247-align-index,trum1247,align-index,no marking,AWM,"guirardello1999trumai[303-304,47]"
trum1247-align-noun-nl,trum1247,align-noun-nl,ergative,AN,"guirardello1999trumai[303-304,47]"
trum1247-align-pro-nl,trum1247,align-pro-nl,ergative,AN,"guirardello1999trumai[303-304,47]"
trum1247-align-index-nl,trum1247,align-index-nl,no marking,AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-ergative,trum1247,ref-ergative,True,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-ergative-domain,trum1247,ref-ergative-domain,Noun;Pro,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-tripartite,trum1247,ref-tripartite,False,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-tripartite-domain,trum1247,ref-tripartite-domain,NA,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-horizontal,trum1247,ref-horizontal,False,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-horizontal-domain,trum1247,ref-horizontal-domain,NA,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-sensitive,trum1247,ref-sensitive,False,AN;AWM,"guirardello1999trumai[303-304,47]"
trum1247-ref-sensitive-domain,trum1247,ref-sensitive-domain,NA,AN;AWM,"guirardello1999trumai[303-304,47]"
tuka1248-align-noun,tuka1248,align-noun,accusative;ergative,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-align-pro,tuka1248,align-pro,accusative;ergative,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-align-index,tuka1248,align-index,accusative,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-align-noun-nl,tuka1248,align-noun-nl,accusative;ergative,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-align-pro-nl,tuka1248,align-pro-nl,accusative;ergative,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-align-index-nl,tuka1248,align-index-nl,accusative,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-ergative,tuka1248,ref-ergative,True,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-ergative-domain,tuka1248,ref-ergative-domain,Noun;Pro,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-tripartite,tuka1248,ref-tripartite,False,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-tripartite-domain,tuka1248,ref-tripartite-domain,NA,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-horizontal,tuka1248,ref-horizontal,False,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-horizontal-domain,tuka1248,ref-horizontal-domain,NA,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-sensitive,tuka1248,ref-sensitive,False,AN;MV,donohue1999tukangbesi[47-67]
tuka1248-ref-sensitive-domain,tuka1248,ref-sensitive-domain,NA,AN;MV,donohue1999tukangbesi[47-67]
tuni1252-align-noun,tuni1252,align-noun,no marking,DI,haas1941tunica[126-128]
tuni1252-align-pro,tuni1252,align-pro,no marking,DI,haas1941tunica[126-128]
tuni1252-align-index,tuni1252,align-index,accusative,DI,haas1941tunica[126-128]
tuni1252-align-noun-nl,tuni1252,align-noun-nl,no marking,DI,haas1941tunica[126-128]
tuni1252-align-pro-nl,tuni1252,align-pro-nl,no marking,DI,haas1941tunica[126-128]
tuni1252-align-index-nl,tuni1252,align-index-nl,accusative,DI,haas1941tunica[126-128]
tuni1252-ref-ergative,tuni1252,ref-ergative,True,DI,haas1941tunica[126-128]
tuni1252-ref-ergative-domain,tuni1252,ref-ergative-domain,Verb,DI,haas1941tunica[126-128]
tuni1252-ref-tripartite,tuni1252,ref-tripartite,False,DI,haas1941tunica[126-128]
tuni1252-ref-tripartite-domain,tuni1252,ref-tripartite-domain,NA,DI,haas1941tunica[126-128]
tuni1252-ref-horizontal,tuni1252,ref-horizontal,False,DI,haas1941tunica[126-128]
tuni1252-ref-horizontal-domain,tuni1252,ref-horizontal-domain,NA,DI,haas1941tunica[126-128]
tuni1252-ref-sensitive,tuni1252,ref-sensitive,False,DI,haas1941tunica[126-128]
tuni1252-ref-sensitive-domain,tuni1252,ref-sensitive-domain,NA,DI,haas1941tunica[126-128]
tupi1273-align-noun,tupi1273,align-noun,no marking,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-align-pro,tupi1273,align-pro,no marking,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-align-index,tupi1273,align-index,sensitive,NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-align-noun-nl,tupi1273,align-noun-nl,no marking,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-align-pro-nl,tupi1273,align-pro-nl,no marking,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-align-index-nl,tupi1273,align-index-nl,accusative,NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-ergative,tupi1273,ref-ergative,True,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-ergative-domain,tupi1273,ref-ergative-domain,Verb,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-tripartite,tupi1273,ref-tripartite,False,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-tripartite-domain,tupi1273,ref-tripartite-domain,NA,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-horizontal,tupi1273,ref-horizontal,False,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-horizontal-domain,tupi1273,ref-horizontal-domain,NA,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-sensitive,tupi1273,ref-sensitive,True,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tupi1273-ref-sensitive-domain,tupi1273,ref-sensitive-domain,Pro;Verb,DI;NCP,"barbosa1956tupi[117-119,124-126];navarro2004tupinamba[150]"
tusc1257-align-noun,tusc1257,align-noun,no marking,HT,williams1974tuscarora[14]
tusc1257-align-pro,tusc1257,align-pro,no marking,HT,williams1974tuscarora[14]
tusc1257-align-index,tusc1257,align-index,sensitive,AWM;HT,williams1974tuscarora[14]
tusc1257-align-noun-nl,tusc1257,align-noun-nl,no marking,HT,williams1974tuscarora[14]
tusc1257-align-pro-nl,tusc1257,align-pro-nl,no marking,HT,williams1974tuscarora[14]
tusc1257-align-index-nl,tusc1257,align-index-nl,horizontal,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-ergative,tusc1257,ref-ergative,False,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-ergative-domain,tusc1257,ref-ergative-domain,NA,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-tripartite,tusc1257,ref-tripartite,False,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-tripartite-domain,tusc1257,ref-tripartite-domain,NA,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-horizontal,tusc1257,ref-horizontal,False,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-horizontal-domain,tusc1257,ref-horizontal-domain,NA,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-sensitive,tusc1257,ref-sensitive,True,AWM;HT,williams1974tuscarora[14]
tusc1257-ref-sensitive-domain,tusc1257,ref-sensitive-domain,Verb,AWM;HT,williams1974tuscarora[14]
tute1247-align-noun,tute1247,align-noun,no marking,HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-align-pro,tute1247,align-pro,no marking,HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-align-index,tute1247,align-index,accusative,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-align-noun-nl,tute1247,align-noun-nl,no marking,HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-align-pro-nl,tute1247,align-pro-nl,no marking,HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-align-index-nl,tute1247,align-index-nl,accusative,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-ergative,tute1247,ref-ergative,True,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-ergative-domain,tute1247,ref-ergative-domain,Verb,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-tripartite,tute1247,ref-tripartite,False,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-tripartite-domain,tute1247,ref-tripartite-domain,NA,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-horizontal,tute1247,ref-horizontal,False,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-horizontal-domain,tute1247,ref-horizontal-domain,NA,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-sensitive,tute1247,ref-sensitive,False,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
tute1247-ref-sensitive-domain,tute1247,ref-sensitive-domain,NA,AWM;HT,"oliverio1996tutelo[148-150,170-171]"
uppe1439-align-noun,uppe1439,align-noun,no marking,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-align-pro,uppe1439,align-pro,no marking,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-align-index,uppe1439,align-index,sensitive,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-align-noun-nl,uppe1439,align-noun-nl,no marking,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-align-pro-nl,uppe1439,align-pro-nl,no marking,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-align-index-nl,uppe1439,align-index-nl,accusative,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-ergative,uppe1439,ref-ergative,False,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-ergative-domain,uppe1439,ref-ergative-domain,NA,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-tripartite,uppe1439,ref-tripartite,False,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-tripartite-domain,uppe1439,ref-tripartite-domain,NA,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-horizontal,uppe1439,ref-horizontal,False,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-horizontal-domain,uppe1439,ref-horizontal-domain,NA,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-sensitive,uppe1439,ref-sensitive,True,DI,"kinkade1963upperchehalis[116-129,58]"
uppe1439-ref-sensitive-domain,uppe1439,ref-sensitive-domain,Verb,DI,"kinkade1963upperchehalis[116-129,58]"
urar1246-align-noun,urar1246,align-noun,no marking,HT,olawsky2006urarina[213-214]
urar1246-align-pro,urar1246,align-pro,no marking,HT,olawsky2006urarina[213-214]
urar1246-align-index,urar1246,align-index,accusative,HT,olawsky2006urarina[213-214]
urar1246-align-noun-nl,urar1246,align-noun-nl,no marking,HT,olawsky2006urarina[213-214]
urar1246-align-pro-nl,urar1246,align-pro-nl,no marking,HT,olawsky2006urarina[213-214]
