ID,Glottocode,Selector_ID,Slot,Portmanteau,Role,Reference,Co-argument_role,Co-argument_reference,TAM,DIR/INV,Exemplar,Predicate_class,Miscellaneous_condition,Source,Comment,Coder
kiow1266-589,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-590,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassD,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-591,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassD,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-592,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-593,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassB,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-594,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassB,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-595,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-596,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassD,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-597,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassD,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-598,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-599,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassA,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-600,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassA,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-601,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-602,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassB,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-603,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassB,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-604,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-605,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassC,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-606,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassC,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-607,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-608,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassC,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-609,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassC,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-610,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-611,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassA,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-612,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassA,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-613,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-614,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassB,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-615,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassB,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-616,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-617,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassC,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-618,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassC,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-619,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-620,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassC,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-621,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassC,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-622,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3sg.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-623,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassA,A,3pl.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-624,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3sg.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-625,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassD,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-626,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3sg.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-627,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassA,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-628,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3sg.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-629,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassD,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-630,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3sg.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-631,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassA,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-632,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3sg.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-633,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassD,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-634,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassC,P,3sg.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-635,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassA,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-636,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassC,P,3sg.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-637,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassD,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-638,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3du.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-639,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3pl.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-640,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3pl.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-641,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-642,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-643,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-644,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-645,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-646,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-647,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-648,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-649,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-650,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-651,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-652,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-653,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-654,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-655,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-656,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-657,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-658,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-659,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-660,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-661,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-662,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-663,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-664,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-665,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-666,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-667,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-668,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-669,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-670,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-671,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-672,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-673,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-674,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassC,P,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-675,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-676,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-677,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassC,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-678,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-679,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-680,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassC,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-681,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-682,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-683,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassC,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-684,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-685,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-686,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-687,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassB,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-688,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassB,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-689,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3pl.ClassA,P,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-690,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassD,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-691,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassD,A,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-692,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-693,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassB,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-694,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassB,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-695,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassB,P,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-696,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassD,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-697,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassD,A,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-698,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-699,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassB,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-700,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassB,A,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-701,kiow1266,kiow1266-e-e-complementary-number-1pl-a-indexing-marker,-3,simple,A,3sg.ClassC,P,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
